nb,memory,memoryPeak
1690900,1.089,2.788,
1691000,1.097,2.788,
1691100,1.099,2.788,
1691200,1.020,2.788,
1691300,1.030,2.788,
1691400,1.007,2.788,
1691500,1.007,2.788,
1691600,1.023,2.788,
1691700,1.023,2.788,
1691800,1.026,2.788,
1691900,1.030,2.788,
1692000,1.096,2.788,
1692100,1.113,2.788,
1692200,1.030,2.788,
1692300,1.058,2.788,
1692400,1.056,2.788,
1692500,1.059,2.788,
1692600,1.060,2.788,
1692700,1.060,2.788,
1692800,1.063,2.788,
1692900,1.066,2.788,
1693000,1.066,2.788,
1693100,1.070,2.788,
1693200,1.066,2.788,
1693300,1.086,2.788,
1693400,1.106,2.788,
1693500,1.096,2.788,
1693600,1.097,2.788,
1693700,1.097,2.788,
1693800,1.097,2.788,
1693900,1.104,2.788,
1694000,1.110,2.788,
1694100,1.104,2.788,
1694200,1.104,2.788,
1694300,1.137,2.788,
1694400,1.097,2.788,
1694500,1.097,2.788,
1694600,1.151,2.788,
1694700,1.151,2.788,
1694800,1.158,2.788,
1694900,1.158,2.788,
1695000,1.234,2.788,
1695100,1.158,2.788,
1695200,1.151,2.788,
1695300,1.161,2.788,
1695400,1.178,2.788,
1695500,1.194,2.788,
1695600,1.179,2.788,
1695700,1.179,2.788,
1695800,1.183,2.788,
1695900,1.186,2.788,
1696000,1.233,2.788,
1696100,1.233,2.788,
1696200,1.233,2.788,
1696300,1.249,2.788,
1696400,1.259,2.788,
1696500,1.193,2.788,
1696600,1.224,2.788,
1696700,1.224,2.788,
1696800,1.224,2.788,
1696900,1.230,2.788,
1697000,1.303,2.788,
1697100,1.303,2.788,
1697200,1.290,2.788,
1697300,1.250,2.788,
1697400,1.260,2.788,
1697500,1.260,2.788,
1697600,1.244,2.788,
1697700,1.244,2.788,
1697800,1.247,2.788,
1697900,1.250,2.788,
1698000,1.298,2.788,
1698100,1.250,2.788,
1698200,1.250,2.788,
1698300,1.267,2.788,
1698400,1.277,2.788,
1698500,1.290,2.788,
1698600,1.268,2.788,
1698700,1.268,2.788,
1698800,1.271,2.788,
1698900,1.274,2.788,
1699000,1.354,2.788,
1699100,1.354,2.788,
1699200,1.354,2.788,
1699300,1.374,2.788,
1699400,1.354,2.788,
1699500,1.274,2.788,
1699600,1.313,2.788,
1699700,1.313,2.788,
1699800,1.317,2.788,
1699900,1.320,2.788,
1700000,1.327,2.788,
1700100,1.330,2.788,
1700200,1.330,2.788,
1700300,1.333,2.788,
1700400,1.313,2.788,
1700500,1.313,2.788,
1700600,1.359,2.788,
1700700,1.359,2.788,
1700800,1.359,2.788,
1700900,1.359,2.788,
1701000,1.366,2.788,
1701100,1.366,2.788,
1701200,1.371,2.788,
1701300,1.359,2.788,
1701400,1.375,2.788,
1701500,1.375,2.788,
1701600,1.387,2.788,
1701700,1.387,2.788,
1701800,1.394,2.788,
1701900,1.421,2.788,
1702000,1.474,2.788,
1702100,1.479,2.788,
1702200,1.514,2.788,
1702300,1.401,2.788,
1702400,1.387,2.788,
1702500,1.387,2.788,
1702600,1.410,2.788,
1702700,1.397,2.788,
1702800,1.391,2.788,
1702900,1.606,2.788,
1703000,1.423,2.788,
1703100,1.424,2.788,
1703200,1.427,2.788,
1703300,1.433,2.788,
1703400,1.470,2.788,
1703500,1.470,2.788,
1703600,1.473,2.788,
1703700,1.507,2.788,
1703800,1.507,2.788,
1703900,1.437,2.788,
1704000,1.426,2.788,
1704100,1.426,2.788,
1704200,1.433,2.788,
1704300,1.446,2.788,
1704400,1.496,2.788,
1704500,1.476,2.788,
1704600,1.433,2.788,
1704700,1.470,2.788,
1704800,1.470,2.788,
1704900,1.634,2.788,
1705000,1.444,2.788,
1705100,1.444,2.788,
1705200,1.450,2.788,
1705300,1.460,2.788,
1705400,1.450,2.788,
1705500,1.450,2.788,
1705600,1.444,2.788,
1705700,1.480,2.788,
1705800,1.490,2.788,
1705900,1.461,2.788,
1706000,1.457,2.788,
1706100,1.457,2.788,
1706200,1.461,2.788,
1706300,1.477,2.788,
1706400,1.521,2.788,
1706500,1.587,2.788,
1706600,1.464,2.788,
1706700,1.494,2.788,
1706800,1.487,2.788,
1706900,1.636,2.788,
1707000,1.483,2.788,
1707100,1.483,2.788,
1707200,1.489,2.788,
1707300,1.493,2.788,
1707400,1.526,2.788,
1707500,1.526,2.788,
1707600,1.483,2.788,
1707700,1.516,2.788,
1707800,1.516,2.788,
1707900,1.536,2.788,
1708000,1.504,2.788,
1708100,1.504,2.788,
1708200,1.507,2.788,
1708300,1.524,2.788,
1708400,1.574,2.788,
1708500,1.554,2.788,
1708600,1.511,2.788,
1708700,1.550,2.788,
1708800,1.554,2.788,
1708900,1.756,2.788,
1709000,1.527,2.788,
1709100,1.527,2.788,
1709200,1.534,2.788,
1709300,1.552,2.788,
1709400,1.540,2.788,
1709500,1.534,2.788,
1709600,1.534,2.788,
1709700,1.563,2.788,
1709800,1.537,2.788,
1709900,1.759,2.788,
1710000,1.555,2.788,
1710100,1.558,2.788,
1710200,1.562,2.788,
1710300,1.714,2.788,
1710400,1.722,2.788,
1710500,1.722,2.788,
1710600,1.555,2.788,
1710700,1.555,2.788,
1710800,1.555,2.788,
1710900,1.558,2.788,
1711000,1.592,2.788,
1711100,1.592,2.788,
1711200,1.592,2.788,
1711300,1.567,2.788,
1711400,1.567,2.788,
1711500,1.574,2.788,
1711600,1.584,2.788,
1711700,1.644,2.788,
1711800,1.644,2.788,
1711900,1.644,2.788,
1712000,1.662,2.788,
1712100,1.677,2.788,
1712200,1.746,2.788,
1712300,1.549,2.788,
1712400,1.561,2.788,
1712500,1.561,2.788,
1712600,1.579,2.788,
1712700,1.659,2.788,
1712800,1.649,2.788,
1712900,1.649,2.788,
1713000,1.712,2.788,
1713100,1.649,2.788,
1713200,1.649,2.788,
1713300,1.706,2.788,
1713400,1.718,2.788,
1713500,1.649,2.788,
1713600,1.689,2.788,
1713700,1.682,2.788,
1713800,1.594,2.788,
1713900,1.561,2.788,
1714000,1.572,2.788,
1714100,1.567,2.788,
1714200,1.561,2.788,
1714300,1.582,2.788,
1714400,1.582,2.788,
1714500,1.577,2.788,
1714600,1.577,2.788,
1714700,1.674,2.788,
1714800,1.821,2.788,
1714900,1.561,2.788,
1715000,1.589,2.788,
1715100,1.600,2.788,
1715200,1.561,2.788,
1715300,1.564,2.788,
1715400,1.574,2.788,
1715500,1.561,2.788,
1715600,1.584,2.788,
1715700,1.566,2.788,
1715800,1.569,2.788,
1715900,1.584,2.788,
1716000,1.590,2.788,
1716100,1.628,2.788,
1716200,1.574,2.788,
1716300,1.574,2.788,
1716400,1.572,2.788,
1716500,1.580,2.788,
1716600,1.561,2.788,
1716700,1.601,2.788,
1716800,1.651,2.788,
1716900,1.580,2.788,
1717000,1.580,2.788,
1717100,1.595,2.788,
1717200,1.571,2.788,
1717300,1.564,2.788,
1717400,1.618,2.788,
1717500,1.625,2.788,
1717600,1.633,2.788,
1717700,1.692,2.788,
1717800,1.642,2.788,
1717900,1.561,2.788,
1718000,1.561,2.788,
1718100,1.607,2.788,
1718200,1.610,2.788,
1718300,1.580,2.788,
1718400,1.582,2.788,
1718500,1.598,2.788,
1718600,1.580,2.788,
1718700,1.581,2.788,
1718800,1.631,2.788,
1718900,1.603,2.788,
1719000,1.621,2.788,
1719100,1.696,2.788,
1719200,1.708,2.788,
1719300,1.580,2.788,
1719400,1.628,2.788,
1719500,1.671,2.788,
1719600,1.584,2.788,
1719700,1.581,2.788,
1719800,1.613,2.788,
1719900,1.580,2.788,
1720000,1.614,2.788,
1720100,1.621,2.788,
1720200,1.621,2.788,
1720300,1.631,2.788,
1720400,1.644,2.788,
1720500,1.641,2.788,
1720600,1.631,2.788,
1720700,1.687,2.788,
1720800,1.581,2.788,
1720900,1.580,2.788,
1721000,1.587,2.788,
1721100,1.618,2.788,
1721200,1.640,2.788,
1721300,1.634,2.788,
1721400,1.580,2.788,
1721500,1.608,2.788,
1721600,1.620,2.788,
1721700,1.617,2.788,
1721800,1.605,2.788,
1721900,1.613,2.788,
1722000,1.610,2.788,
1722100,1.648,2.788,
1722200,1.648,2.788,
1722300,1.659,2.788,
1722400,1.659,2.788,
1722500,1.597,2.788,
1722600,1.580,2.788,
1722700,1.580,2.788,
1722800,1.610,2.788,
1722900,1.580,2.788,
1723000,1.579,2.788,
1723100,1.653,2.788,
1723200,1.666,2.788,
1723300,1.663,2.788,
1723400,1.607,2.788,
1723500,1.607,2.788,
1723600,1.617,2.788,
1723700,1.687,2.788,
1723800,1.595,2.788,
1723900,1.607,2.788,
1724000,1.630,2.788,
1724100,1.680,2.788,
1724200,1.696,2.788,
1724300,1.696,2.788,
1724400,1.602,2.788,
1724500,1.643,2.788,
1724600,1.617,2.788,
1724700,1.617,2.788,
1724800,1.656,2.788,
1724900,1.660,2.788,
1725000,1.617,2.788,
1725100,1.707,2.788,
1725200,1.755,2.788,
1725300,1.633,2.788,
1725400,1.581,2.788,
1725500,1.654,2.788,
1725600,1.590,2.788,
1725700,1.580,2.788,
1725800,1.625,2.788,
1725900,1.642,2.788,
1726000,1.580,2.788,
1726100,1.605,2.788,
1726200,1.628,2.788,
1726300,1.590,2.788,
1726400,1.581,2.788,
1726500,1.654,2.788,
1726600,1.775,2.788,
1726700,1.581,2.788,
1726800,1.584,2.788,
1726900,1.584,2.788,
1727000,1.587,2.788,
1727100,1.604,2.788,
1727200,1.580,2.788,
1727300,1.569,2.788,
1727400,1.584,2.788,
1727500,1.620,2.788,
1727600,1.644,2.788,
1727700,1.656,2.788,
1727800,1.581,2.788,
1727900,1.595,2.788,
1728000,1.621,2.788,
1728100,1.580,2.788,
1728200,1.580,2.788,
1728300,1.628,2.788,
1728400,1.674,2.788,
1728500,1.581,2.788,
1728600,1.602,2.788,
1728700,1.608,2.788,
1728800,1.580,2.788,
1728900,1.580,2.788,
1729000,1.617,2.788,
1729100,1.584,2.788,
1729200,1.581,2.788,
1729300,1.667,2.788,
1729400,1.679,2.788,
1729500,1.584,2.788,
1729600,1.618,2.788,
1729700,1.628,2.788,
1729800,1.590,2.788,
1729900,1.581,2.788,
1730000,1.628,2.788,
1730100,1.713,2.788,
1730200,1.580,2.788,
1730300,1.631,2.788,
1730400,1.643,2.788,
1730500,1.581,2.788,
1730600,1.580,2.788,
1730700,1.604,2.788,
1730800,1.581,2.788,
1730900,1.584,2.788,
1731000,1.617,2.788,
1731100,1.617,2.788,
1731200,1.610,2.788,
1731300,1.693,2.788,
1731400,1.611,2.788,
1731500,1.611,2.788,
1731600,1.615,2.788,
1731700,1.644,2.788,
1731800,1.654,2.788,
1731900,1.618,2.788,
1732000,1.624,2.788,
1732100,1.648,2.788,
1732200,1.651,2.788,
1732300,1.719,2.788,
1732400,1.641,2.788,
1732500,1.641,2.788,
1732600,1.647,2.788,
1732700,1.652,2.788,
1732800,1.674,2.788,
1732900,1.674,2.788,
1733000,1.641,2.788,
1733100,1.659,2.788,
1733200,1.651,2.788,
1733300,1.751,2.788,
1733400,1.669,2.788,
1733500,1.669,2.788,
1733600,1.675,2.788,
1733700,1.682,2.788,
1733800,1.699,2.788,
1733900,1.699,2.788,
1734000,1.669,2.788,
1734100,1.689,2.788,
1734200,1.689,2.788,
1734300,1.786,2.788,
1734400,1.701,2.788,
1734500,1.705,2.788,
1734600,1.708,2.788,
1734700,1.715,2.788,
1734800,1.728,2.788,
1734900,1.728,2.788,
1735000,1.719,2.788,
1735100,1.705,2.788,
1735200,1.705,2.788,
1735300,1.810,2.788,
1735400,1.728,2.788,
1735500,1.728,2.788,
1735600,1.735,2.788,
1735700,1.768,2.788,
1735800,1.731,2.788,
1735900,1.731,2.788,
1736000,1.738,2.788,
1736100,1.768,2.788,
1736200,1.771,2.788,
1736300,1.849,2.788,
1736400,1.767,2.788,
1736500,1.770,2.788,
1736600,1.774,2.788,
1736700,1.807,2.788,
1736800,1.774,2.788,
1736900,1.774,2.788,
1737000,1.777,2.788,
1737100,1.797,2.788,
1737200,1.813,2.788,
1737300,1.869,2.788,
1737400,1.794,2.788,
1737500,1.794,2.788,
1737600,1.801,2.788,
1737700,1.796,2.788,
1737800,1.810,2.788,
1737900,1.811,2.788,
1738000,1.820,2.788,
1738100,1.801,2.788,
1738200,1.806,2.788,
1738300,1.910,2.788,
1738400,1.835,2.788,
1738500,1.835,2.788,
1738600,1.842,2.788,
1738700,1.848,2.788,
1738800,1.872,2.788,
1738900,1.872,2.788,
1739000,1.839,2.788,
1739100,1.855,2.788,
1739200,1.847,2.788,
1739300,1.846,2.788,
1739400,1.846,2.788,
1739500,1.850,2.788,
1739600,1.853,2.788,
1739700,1.906,2.788,
1739800,1.953,2.788,
1739900,1.835,2.788,
1740000,1.893,2.788,
1740100,1.899,2.788,
1740200,1.903,2.788,
1740300,1.913,2.788,
1740400,1.913,2.788,
1740500,1.923,2.788,
1740600,1.870,2.788,
1740700,1.870,2.788,
1740800,1.846,2.788,
1740900,1.882,2.788,
1741000,1.882,2.788,
1741100,1.889,2.788,
1741200,1.889,2.788,
1741300,1.949,2.788,
1741400,1.949,2.788,
1741500,1.949,2.788,
1741600,1.942,2.788,
1741700,1.889,2.788,
1741800,1.889,2.788,
1741900,1.929,2.788,
1742000,1.929,2.788,
1742100,1.936,2.788,
1742200,1.936,2.788,
1742300,1.936,2.788,
1742400,1.929,2.788,
1742500,1.929,2.788,
1742600,1.942,2.788,
1742700,1.966,2.788,
1742800,1.959,2.788,
1742900,1.964,2.788,
1743000,1.964,2.788,
1743100,1.970,2.788,
1743200,1.971,2.788,
1743300,2.034,2.788,
1743400,2.100,2.788,
1743500,1.970,2.788,
1743600,1.979,2.788,
1743700,1.990,2.788,
1743800,1.997,2.788,
1743900,1.993,2.788,
1744000,1.993,2.788,
1744100,1.993,2.788,
1744200,1.993,2.788,
1744300,1.993,2.788,
1744400,2.003,2.788,
1744500,2.003,2.788,
1744600,2.007,2.788,
1744700,2.007,2.788,
1744800,2.028,2.788,
1744900,2.037,2.788,
1745000,2.037,2.788,
1745100,2.041,2.788,
1745200,2.044,2.788,
1745300,2.094,2.788,
1745400,2.094,2.788,
1745500,2.094,2.788,
1745600,2.114,2.788,
1745700,2.131,2.788,
1745800,2.111,2.788,
1745900,2.039,2.788,
1746000,2.039,2.788,
1746100,2.039,2.788,
1746200,2.042,2.788,
1746300,2.092,2.788,
1746400,2.099,2.788,
1746500,2.102,2.788,
1746600,2.105,2.788,
1746700,2.049,2.788,
1746800,2.049,2.788,
1746900,2.083,2.788,
1747000,2.083,2.788,
1747100,2.083,2.788,
1747200,2.083,2.788,
1747300,2.123,2.788,
1747400,2.083,2.788,
1747500,2.083,2.788,
1747600,2.096,2.788,
1747700,2.113,2.788,
1747800,2.103,2.788,
1747900,2.121,2.788,
1748000,2.121,2.788,
1748100,2.121,2.788,
1748200,2.127,2.788,
1748300,2.194,2.788,
1748400,2.200,2.788,
1748500,2.127,2.788,
1748600,2.144,2.788,
1748700,2.161,2.788,
1748800,2.161,2.788,
1748900,2.142,2.788,
1749000,2.142,2.788,
1749100,2.145,2.788,
1749200,2.149,2.788,
1749300,2.209,2.788,
1749400,2.149,2.788,
1749500,2.149,2.788,
1749600,2.162,2.788,
1749700,2.172,2.788,
1749800,2.175,2.788,
1749900,2.176,2.788,
1750000,2.176,2.788,
1750100,2.176,2.788,
1750200,2.176,2.788,
1750300,2.189,2.788,
1750400,2.179,2.788,
1750500,2.179,2.788,
1750600,2.186,2.788,
1750700,2.186,2.788,
1750800,2.186,2.788,
1750900,2.216,2.788,
1751000,2.216,2.788,
1751100,2.219,2.788,
1751200,2.216,2.788,
1751300,2.256,2.788,
1751400,2.274,2.788,
1751500,2.216,2.788,
1751600,2.229,2.788,
1751700,2.249,2.788,
1751800,2.256,2.788,
1751900,2.240,2.788,
1752000,2.240,2.788,
1752100,2.240,2.788,
1752200,2.247,2.788,
1752300,2.278,2.788,
1752400,2.286,2.788,
1752500,2.270,2.788,
1752600,2.270,2.788,
1752700,2.328,2.788,
1752800,2.267,2.788,
1752900,2.276,2.788,
1753000,2.276,2.788,
1753100,2.279,2.788,
1753200,2.283,2.788,
1753300,2.333,2.788,
1753400,2.283,2.788,
1753500,2.283,2.788,
1753600,2.289,2.788,
1753700,2.309,2.788,
1753800,2.344,2.788,
1753900,2.299,2.788,
1754000,2.299,2.788,
1754100,2.305,2.788,
1754200,2.305,2.788,
1754300,2.362,2.788,
1754400,2.369,2.788,
1754500,2.369,2.788,
1754600,2.305,2.788,
1754700,2.319,2.788,
1754800,2.319,2.788,
1754900,2.315,2.788,
1755000,2.315,2.788,
1755100,2.315,2.788,
1755200,2.317,2.788,
1755300,2.355,2.788,
1755400,2.315,2.788,
1755500,2.344,2.788,
1755600,2.400,2.788,
1755700,2.407,2.788,
1755800,2.416,2.788,
1755900,2.303,2.788,
1756000,2.315,2.788,
1756100,2.315,2.788,
1756200,2.335,2.788,
1756300,2.303,2.788,
1756400,2.307,2.788,
1756500,2.315,2.788,
1756600,2.338,2.788,
1756700,2.360,2.788,
1756800,2.338,2.788,
1756900,2.315,2.788,
1757000,2.318,2.788,
1757100,2.322,2.788,
1757200,2.318,2.788,
1757300,2.333,2.788,
1757400,2.328,2.788,
1757500,2.328,2.788,
1757600,2.338,2.788,
1757700,1.012,2.788,
1757800,1.012,2.788,
1757900,1.016,2.788,
1758000,1.026,2.788,
1758100,1.019,2.788,
1758200,1.012,2.788,
1758300,1.012,2.788,
1758400,1.026,2.788,
1758500,1.032,2.788,
1758600,1.012,2.788,
1758700,1.054,2.788,
1758800,1.054,2.788,
1758900,1.054,2.788,
1759000,1.064,2.788,
1759100,1.094,2.788,
1759200,1.094,2.788,
1759300,1.088,2.788,
1759400,1.202,2.788,
1759500,1.202,2.788,
1759600,1.202,2.788,
1759700,1.226,2.788,
1759800,1.223,2.788,
1759900,1.054,2.788,
1760000,1.067,2.788,
1760100,1.054,2.788,
1760200,1.094,2.788,
1760300,1.100,2.788,
1760400,1.097,2.788,
1760500,1.114,2.788,
1760600,1.137,2.788,
1760700,1.064,2.788,
1760800,1.064,2.788,
1760900,1.061,2.788,
1761000,1.097,2.788,
1761100,1.054,2.788,
1761200,1.043,2.788,
1761300,1.074,2.788,
1761400,1.097,2.788,
1761500,1.082,2.788,
1761600,1.094,2.788,
1761700,1.104,2.788,
1761800,1.150,2.788,
1761900,1.161,2.788,
1762000,1.063,2.788,
1762100,1.063,2.788,
1762200,1.127,2.788,
1762300,1.063,2.788,
1762400,1.066,2.788,
1762500,1.071,2.788,
1762600,1.066,2.788,
1762700,1.063,2.788,
1762800,1.069,2.788,
1762900,1.087,2.788,
1763000,1.073,2.788,
1763100,1.076,2.788,
1763200,1.082,2.788,
1763300,1.079,2.788,
1763400,1.076,2.788,
1763500,1.066,2.788,
1763600,1.076,2.788,
1763700,1.076,2.788,
1763800,1.076,2.788,
1763900,1.106,2.788,
1764000,1.106,2.788,
1764100,1.081,2.788,
1764200,1.152,2.788,
1764300,1.135,2.788,
1764400,1.135,2.788,
1764500,1.150,2.788,
1764600,1.135,2.788,
1764700,1.135,2.788,
1764800,1.135,2.788,
1764900,1.120,2.788,
1765000,1.060,2.788,
1765100,1.076,2.788,
1765200,1.106,2.788,
1765300,1.113,2.788,
1765400,1.113,2.788,
1765500,1.170,2.788,
1765600,1.068,2.788,
1765700,1.073,2.788,
1765800,1.073,2.788,
1765900,1.153,2.788,
1766000,1.165,2.788,
1766100,1.063,2.788,
1766200,1.087,2.788,
1766300,1.099,2.788,
1766400,1.089,2.788,
1766500,1.063,2.788,
1766600,1.083,2.788,
1766700,1.059,2.788,
1766800,1.063,2.788,
1766900,1.090,2.788,
1767000,1.105,2.788,
1767100,1.115,2.788,
1767200,1.141,2.788,
1767300,1.096,2.788,
1767400,1.059,2.788,
1767500,1.059,2.788,
1767600,1.092,2.788,
1767700,1.092,2.788,
1767800,1.092,2.788,
1767900,1.106,2.788,
1768000,1.106,2.788,
1768100,1.106,2.788,
1768200,1.232,2.788,
1768300,1.076,2.788,
1768400,1.076,2.788,
1768500,1.076,2.788,
1768600,1.082,2.788,
1768700,1.133,2.788,
1768800,1.145,2.788,
1768900,1.145,2.788,
1769000,1.230,2.788,
1769100,1.085,2.788,
1769200,1.076,2.788,
1769300,1.122,2.788,
1769400,1.148,2.788,
1769500,1.076,2.788,
1769600,1.076,2.788,
1769700,1.110,2.788,
1769800,1.076,2.788,
1769900,1.076,2.788,
1770000,1.105,2.788,
1770100,1.133,2.788,
1770200,1.076,2.788,
1770300,1.185,2.788,
1770400,1.185,2.788,
1770500,1.076,2.788,
1770600,1.082,2.788,
1770700,1.103,2.788,
1770800,1.095,2.788,
1770900,1.076,2.788,
1771000,1.099,2.788,
1771100,1.099,2.788,
1771200,1.082,2.788,
1771300,1.095,2.788,
1771400,1.076,2.788,
1771500,1.076,2.788,
1771600,1.249,2.788,
1771700,1.100,2.788,
1771800,1.100,2.788,
1771900,1.103,2.788,
1772000,1.117,2.788,
1772100,1.163,2.788,
1772200,1.163,2.788,
1772300,1.153,2.788,
1772400,1.102,2.788,
1772500,1.113,2.788,
1772600,1.113,2.788,
1772700,1.155,2.788,
1772800,1.146,2.788,
1772900,1.099,2.788,
1773000,1.149,2.788,
1773100,1.166,2.788,
1773200,1.193,2.788,
1773300,1.100,2.788,
1773400,1.110,2.788,
1773500,1.150,2.788,
1773600,1.160,2.788,
1773700,1.160,2.788,
1773800,1.110,2.788,
1773900,1.099,2.788,
1774000,1.113,2.788,
1774100,1.113,2.788,
1774200,1.126,2.788,
1774300,1.100,2.788,
1774400,1.100,2.788,
1774500,1.133,2.788,
1774600,1.143,2.788,
1774700,1.143,2.788,
1774800,1.386,2.788,
1774900,1.130,2.788,
1775000,1.130,2.788,
1775100,1.130,2.788,
1775200,1.136,2.788,
1775300,1.136,2.788,
1775400,1.136,2.788,
1775500,1.130,2.788,
1775600,1.156,2.788,
1775700,1.159,2.788,
1775800,1.195,2.788,
1775900,1.155,2.788,
1776000,1.155,2.788,
1776100,1.162,2.788,
1776200,1.169,2.788,
1776300,1.185,2.788,
1776400,1.185,2.788,
1776500,1.155,2.788,
1776600,1.198,2.788,
1776700,1.195,2.788,
1776800,1.225,2.788,
1776900,1.182,2.788,
1777000,1.182,2.788,
1777100,1.182,2.788,
1777200,1.192,2.788,
1777300,1.222,2.788,
1777400,1.182,2.788,
1777500,1.185,2.788,
1777600,1.215,2.788,
1777700,1.210,2.788,
1777800,1.334,2.788,
1777900,1.218,2.788,
1778000,1.218,2.788,
1778100,1.225,2.788,
1778200,1.238,2.788,
1778300,1.261,2.788,
1778400,1.261,2.788,
1778500,1.265,2.788,
1778600,1.284,2.788,
1778700,1.281,2.788,
1778800,1.389,2.788,
1778900,1.266,2.788,
1779000,1.266,2.788,
1779100,1.273,2.788,
1779200,1.289,2.788,
1779300,1.333,2.788,
1779400,1.333,2.788,
1779500,1.322,2.788,
1779600,1.276,2.788,
1779700,1.283,2.788,
1779800,1.459,2.788,
1779900,1.306,2.788,
1780000,1.306,2.788,
1780100,1.310,2.788,
1780200,1.321,2.788,
1780300,1.369,2.788,
1780400,1.313,2.788,
1780500,1.313,2.788,
1780600,1.326,2.788,
1780700,1.323,2.788,
1780800,1.372,2.788,
1780900,1.333,2.788,
1781000,1.333,2.788,
1781100,1.337,2.788,
1781200,1.342,2.788,
1781300,1.337,2.788,
1781400,1.333,2.788,
1781500,1.333,2.788,
1781600,1.373,2.788,
1781700,1.380,2.788,
1781800,1.564,2.788,
1781900,1.372,2.788,
1782000,1.372,2.788,
1782100,1.379,2.788,
1782200,1.392,2.788,
1782300,1.389,2.788,
1782400,1.382,2.788,
1782500,1.386,2.788,
1782600,1.399,2.788,
1782700,1.389,2.788,
1782800,1.563,2.788,
1782900,1.411,2.788,
1783000,1.411,2.788,
1783100,1.414,2.788,
1783200,1.424,2.788,
1783300,1.461,2.788,
1783400,1.418,2.788,
1783500,1.421,2.788,
1783600,1.421,2.788,
1783700,1.425,2.788,
1783800,1.536,2.788,
1783900,1.449,2.788,
1784000,1.449,2.788,
1784100,1.455,2.788,
1784200,1.472,2.788,
1784300,1.519,2.788,
1784400,1.519,2.788,
1784500,1.522,2.788,
1784600,1.542,2.788,
1784700,1.456,2.788,
1784800,1.659,2.788,
1784900,1.496,2.788,
1785000,1.496,2.788,
1785100,1.502,2.788,
1785200,1.512,2.788,
1785300,1.502,2.788,
1785400,1.496,2.788,
1785500,1.496,2.788,
1785600,1.517,2.788,
1785700,1.546,2.788,
1785800,1.499,2.788,
1785900,1.527,2.788,
1786000,1.527,2.788,
1786100,1.533,2.788,
1786200,1.546,2.788,
1786300,1.590,2.788,
1786400,1.622,2.788,
1786500,1.533,2.788,
1786600,1.566,2.788,
1786700,1.560,2.788,
1786800,1.599,2.788,
1786900,1.556,2.788,
1787000,1.556,2.788,
1787100,1.563,2.788,
1787200,1.564,2.788,
1787300,1.563,2.788,
1787400,1.563,2.788,
1787500,1.556,2.788,
1787600,1.589,2.788,
1787700,1.589,2.788,
1787800,1.641,2.788,
1787900,1.594,2.788,
1788000,1.594,2.788,
1788100,1.597,2.788,
1788200,1.607,2.788,
1788300,1.647,2.788,
1788400,1.647,2.788,
1788500,1.647,2.788,
1788600,1.610,2.788,
1788700,1.614,2.788,
1788800,1.694,2.788,
1788900,1.630,2.788,
1789000,1.630,2.788,
1789100,1.637,2.788,
1789200,1.655,2.788,
1789300,1.690,2.788,
1789400,1.637,2.788,
1789500,1.630,2.788,
1789600,1.670,2.788,
1789700,1.672,2.788,
1789800,1.789,2.788,
1789900,1.660,2.788,
1790000,1.660,2.788,
1790100,1.667,2.788,
1790200,1.683,2.788,
1790300,1.723,2.788,
1790400,1.667,2.788,
1790500,1.667,2.788,
1790600,1.696,2.788,
1790700,1.693,2.788,
1790800,1.906,2.788,
1790900,1.683,2.788,
1791000,1.683,2.788,
1791100,1.686,2.788,
1791200,1.726,2.788,
1791300,1.736,2.788,
1791400,1.739,2.788,
1791500,1.743,2.788,
1791600,1.759,2.788,
1791700,1.759,2.788,
1791800,2.070,2.788,
1791900,1.684,2.788,
1792000,1.684,2.788,
1792100,1.684,2.788,
1792200,1.702,2.788,
1792300,1.714,2.788,
1792400,1.714,2.788,
1792500,1.730,2.788,
1792600,1.684,2.788,
1792700,1.684,2.788,
1792800,1.684,2.788,
1792900,1.727,2.788,
1793000,1.685,2.788,
1793100,1.673,2.788,
1793200,1.701,2.788,
1793300,1.714,2.788,
1793400,1.725,2.788,
1793500,1.737,2.788,
1793600,1.737,2.788,
1793700,1.706,2.788,
1793800,1.720,2.788,
1793900,1.721,2.788,
1794000,1.720,2.788,
1794100,1.823,2.788,
1794200,1.915,2.788,
1794300,1.701,2.788,
1794400,1.722,2.788,
1794500,1.734,2.788,
1794600,1.707,2.788,
1794700,1.715,2.788,
1794800,1.725,2.788,
1794900,1.691,2.788,
1795000,1.691,2.788,
1795100,1.731,2.788,
1795200,1.711,2.788,
1795300,1.725,2.788,
1795400,1.810,2.788,
1795500,1.822,2.788,
1795600,1.685,2.788,
1795700,1.684,2.788,
1795800,1.715,2.788,
1795900,1.684,2.788,
1796000,1.684,2.788,
1796100,1.725,2.788,
1796200,1.801,2.788,
1796300,1.691,2.788,
1796400,1.761,2.788,
1796500,1.773,2.788,
1796600,1.688,2.788,
1796700,1.688,2.788,
1796800,1.774,2.788,
1796900,1.684,2.788,
1797000,1.684,2.788,
1797100,1.724,2.788,
1797200,1.697,2.788,
1797300,1.684,2.788,
1797400,1.790,2.788,
1797500,1.802,2.788,
1797600,1.802,2.788,
1797700,1.688,2.788,
1797800,1.705,2.788,
1797900,1.704,2.788,
1798000,1.688,2.788,
1798100,1.761,2.788,
1798200,1.799,2.788,
1798300,1.684,2.788,
